,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees
2148,VOLUSIA AVIATION INC                              ,923 BEVILLE ROAD                   ,                                   ,                                   ,SOUTH DAYTONA         ,FL,32119,JL5R,SO15,JL5R476X,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-JUN-2002, , , 1, 2, 0, 2
2149,COUNTY OF LOS ANGELES FIRE AIR OPERATIONS         ,12605 OSBORNE STREET               ,WHITEMAN AIRPORT                   ,                                   ,PACOIMA               ,CA,91331,JLBR,WP01,JLBR239F,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , , , , 3, 3, 0, 6
2150,J L WELDING                                       ,5002 N.W. 36TH STREET              ,                                   ,                                   ,MIAMI                 ,FL,33166,JLWR,SO19,JLWR146K,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 5-MAY-1989, , , 1, 2, 0, 6
2151,CHROMALLOY RESEARCH AND TECHNOLOGY                ,330 BLAISDELL ROAD                 ,                                   ,                                   ,ORANGEBURG            ,NY,10962,JM1R,EA25,JM1R249K,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-OCT-1970,  4329        ,  1-AUG-2020, 1, 23, 296, 320
2152,COLUMBIA AIRCRAFT SERVICES INC                    ,BLOOMSBURG MUNI AIRPORT            ,301 AIRPORT ROAD                   ,                                   ,BLOOMSBURG            ,PA,17815,JM2R,EA13,JM2R930K,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-DEC-1979, , , 2, 2, 4, 11
2153,AMERICAN FLYERS INC                               ,4650 AIRPORT PARKWAY               ,                                   ,                                   ,ADDISON               ,TX,75001,JM8R,SW19,JM8R247Q,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 6-FEB-2013, , , 1, 0, 0, 1
2154,HELISTREAM INC                                    ,3000 Airway Ave                    ,Suite 350                          ,                                   ,Costa Mesa            ,CA,92626,JMXR,WP05,JMXR266F,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 26-FEB-2019, , , 2, 0, 0, 4
2155,PACIFIC AIRCARE INC                               ,50 AVIATION WAY #1                 ,                                   ,                                   ,WATSONVILLE           ,CA,95076,JP5R,WP15,JP5R604X,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 2, 0, 2, 4
2156,DUNCAN AVIATION INC                               ,701 NORTHWEST LOU HOLLAND DRIVE    ,HANGAR 6A                          ,                                   ,KANSAS CITY           ,MO,64116,JQ02,CE05,JQ02194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 7-MAR-2011, , , 4, 1, 0, 5
2157,DUNCAN AVIATION INC                               ,"18152 EDISON AVENUE, HANGAR 2      ",SUITE 170                          ,                                   ,CHESTERFIELD          ,MO,63005,JQ03,CE03,JQ03194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 7-MAR-2011, , , 1, 2, 1, 4
2158,DUNCAN AVIATION INC                               ,7777 NE AIRPORT WAY                ,                                   ,                                   ,PORTLAND              ,OR,97218,JQ04,NM09,JQ04194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 11-FEB-2013, , , 3, 2, 1, 6
2159,DUNCAN AVIATION INC                               ,"380 Hanscom Drive, Suite W115      ",                                   ,                                   ,Bedford               ,MA,1730,JQ05,EA61,JQ05194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 31-JUL-2018, , , 2, 0, 0, 2
2160,DUNCAN AVIATION INC                               ,10440 Truemper Way                 ,                                   ,                                   ,MATHER                ,CA,95655,JQ0D,WP25,JQ0D194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 31-MAR-2010, , , 1, 5, 3, 9
2161,DUNCAN AVIATION INC                               ,4309 Emma Browning Avenue          ,Hangar 6                           ,                                   ,Austin                ,TX,78719,JQ0R,SW17,JQ0R194F,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 2, 2, 0, 4
2162,AAR AIRCRAFT SERVICES INC                         ,6611 S MERIDIAN                    ,                                   ,                                   ,OKLAHOMA CITY         ,OK,73159,JR2R,SW15,JR2R936K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N, ACTIVE            , 28-JAN-1976,  4008        ,  1-FEB-2021, 224, 36, 330, 583
2163,AIR COMM SYSTEMS INC                              ,37610 SKY CANYON DRIVE             ,HANGAR 51                          ,                                   ,MURRIETA              ,CA,92563,JR3R,WP21,JR3R615L,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-APR-1974, , , 2, 0, 0, 2
2164,IKHANA GROUP INC                                  ,37260 SKY CANYON DRIVE             ,HANGAR 20                          ,                                   ,MURRIETA              ,CA,92563,JRPR,WP21,JRPR350F,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-AUG-1986,  6360        ,  1-DEC-2019, 10, 2, 30, 46
2165,STATE OF OHIO                                     ,2829 W DUBLIN-GRANVILLE RD         ,                                   ,                                   ,COLUMBUS              ,OH,43235,JRUR,GL07,JRUR354F,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-JAN-1978, , , 7, 0, 0, 9
2166,ELI LILLY AND COMPANY                             ,INDIANAPOLIS INTL AIRPORT          ,2800 S. HIGH SCHOOL RD             ,                                   ,INDIANAPOLIS          ,IN,46241,JS5R,GL11,JS5R973M,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-APR-1983, , , 3, 2, 0, 3
2167,ROTORCRAFT MAINTENANCE LLC                        ,8850 Airport Blvd.                 ,                                   ,                                   ,Leesburg              ,FL,34787,JSDR,SO15,JSDR363F,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 4-NOV-2015, , , 21, 0, 0, 21
2168,SILLER HELICOPTERS INC                            ,1255 SMITH ROAD                    ,                                   ,HANGAR PHONE 530-671-6053          ,YUBA CITY             ,CA,95991,JSPR,WP25,JSPR157B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-DEC-1995, , , 44, 0, 3, 54
2169,MIDWEST HELICOPTER AIRWAYS INC                    ,525 EXECUTIVE DRIVE                ,                                   ,                                   ,WILLOWBROOK           ,IL,60527,JTKR,GL03,JTKR388F,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-JUN-1988, , , 6, 0, 2, 16
2170,B G DETECTION SERVICE INC                         ,9235 GLENOAKS BOULEVARD            ,                                   ,                                   ,SUN VALLEY            ,CA,91352,JU3R,WP01,JU3R618L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 15-FEB-1980, , , 0, 3, 7, 23
2171,JOHN JEWELL AIRCRAFT INC                          ,171 A Q GREER DR                   ,                                   ,                                   ,HOLLY SPRINGS         ,MS,38635,JUJR,SW31,JUJR300L,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 10-JUN-1991, , , 1, 0, 1, 2
2172,J V AIR MAINTENANCE INC                           ,13955 SW 127TH STREET              ,                                   ,                                   ,MIAMI                 ,FL,33186,JV0R,SO19,JV0R426Y, , , ,N,N,N,N,N,Y, , , , ,N,N,N,N,Y, , ,N, , , ,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-2000, , , 6, 0, 4, 14
2173,JOHNSON HELICOPTER SERVICE INC                    ,16417 AVE 128                      ,                                   ,                                   ,PORTERVILLE           ,CA,93257,JVUR,WP17,JVUR501L,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-FEB-1992, , , 1, 0, 0, 1
2174,JAYS AIRCRAFT MAINTENANCE INC                     ,2980 AIRWAY AVENUE                 ,                                   ,                                   ,COSTA MESA            ,CA,92626,JVYR,WP05,JVYR016L,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-NOV-1990, , , 5, 0, 1, 11
2175,HAMILTON SUNDSTRAND CORPORATION                   ,1007 E. UNIVERSITY DR.             ,                                   ,                                   ,PHOENIX               ,AZ,85034,JW23,WP07,JW23941K,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-JUN-1987,  4905        ,  1-AUG-2020, 1, 15, 53, 91
2176,HAMILTON SUNDSTRAND AEROSPACE                     ,4747 HARRISON AVE                  ,                                   ,                                   ,ROCKFORD              ,IL,61108,JW2R,GL03,JW2R941K,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-AUG-1960,  4908        ,  1-AUG-2020, 3, 5, 31, 61
2177,AIRTRONICS PLUS LLC                               ,CLINTONVILLE MUNICIPAL AIRPORT     ,"BLDG 440, 7TH STREET               ",                                   ,CLINTONVILLE          ,WI,54929,JW5R,GL13,JW5R977M,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , 26-FEB-1975, , , 1, 3, 0, 3
2178,WESTERN MICHIGAN UNIVERSITY COLLEGE OF AVIATION   ,237 NORTH HELMER ROAD              ,                                   ,                                   ,BATTLE CREEK          ,MI,49037,JX8R,GL09,JX8R258Q,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 19-SEP-2007, , , 6, 0, 0, 6
2179,ELECTRON BEAM DEVELOPMENT LLC                     ,3591 SW DEGGELLER CT               ,                                   ,                                   ,PALM CITY             ,FL,34990,JY4R,SO19,JY4R301M,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 16-NOV-1976, , , 0, 1, 0, 3
2180,INDUSTRIAL AVIATION SERVICES INC                  ,11015 PORTLAND RD NE               ,                                   ,                                   ,SALEM                 ,OR,97305,JYBR,NM09,JYBR435F,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 25-JUL-1991, , , 3, 0, 0, 3
2181,ERICKSON INCORPORATED                             ,3100 WILLOW SPRINGS RD             ,                                   ,                                   ,CENTRAL POINT         ,OR,97502,JYDR,NM09,JYDR439F,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N, ACTIVE            , 6-FEB-1997,  5108        ,  1-AUG-2021, 220, 5, 175, 400
2182,CROMAN CORP                                       ,801 AVENUE C                       ,                                   ,                                   ,WHITE CITY            ,OR,97503,JYER,NM09,JYER440F,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 9-JUN-1978,  6558        ,  1-JUL-2020, 41, 1, 10, 52
2183,TECH AERO AVIONICS LLC                            ,2080 SKYLANE HANGAR E-4            ,                                   ,                                   ,DENTON                ,TX,76207,JYJR,SW19,JYJR029Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-JUN-2004, , , 0, 1, 2, 3
2184,DEERE AND COMPANY AVIATION DEPARTMENT             ,QUAD CITY AIRPORT                  ,5600 69TH AVE.                     ,                                   ,MILAN                 ,IL,61264,JZ2R,GL03,JZ2R944K,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 20-OCT-1969, , , 7, 3, 0, 8
2185,J AND E AIRCRAFT CO                               ,1840 NW 93RD AVE                   ,                                   ,                                   ,MIAMI                 ,FL,33172,JZ4R,SO19,JZ4R302M,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-FEB-1977, , , 3, 0, 1, 4
2186,JET AIRCRAFT MAINTENANCE INC                      ,5600 NW 36TH STREET                ,BUILDING 855                       ,                                   ,MIAMI                 ,FL,33122,JZAR,SO19,JZAR448X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , ,  5664        ,  1-DEC-2020, 95, 0, 2, 99
2187,SIMS AVIATION INC                                 ,4390 SUNBELT DRIVE                 ,                                   ,                                   ,ADDISON               ,TX,75001,JZJR,SW19,JZJR202L,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-JUN-1991,  5890        ,  1-JUL-2020, 2, 2, 8, 12
2188,ROYAL AIRCRAFT SERVICES LLC                       ,18335 AIRPARK RD                   ,                                   ,                                   ,HAGERSTOWN            ,MD,21742,JZRR,EA07,JZRR651K,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 10-DEC-1990, , , 3, 0, 1, 6
2189,PREMIER AIRCRAFT ENGINES INC                      ,1000 NW PERIMETER WAY              ,                                   ,                                   ,TROUTDALE             ,OR,97060,JZYR,NM09,JZYR537L,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 1-APR-1992, , , 1, 2, 2, 6
2190,KING AEROSPACE INC                                ,KING AEROSPACE                     ,BUILDING 11108                     ,BIGGS ARMY AIRFIELD                ,EL PASO               ,TX,79916,K08R,SW01,K08R226Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-SEP-2005, , , 29, 0, 0, 37
2191,FLIGHT CHECK COMMERCIAL AVIATION SERVICES LLC     ,516 N. YORK ROAD                   ,                                   ,                                   ,BENSENVILLE           ,IL,60106,K0JR,GL03,K0JR277Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 27-DEC-2005,  5975        ,  1-JUL-2020, 140, 0, 0, 165
2192,ALASKA AIR POWER INC                              ,25037,SIERRA MESA CIRCLE                 ,                                   ,Chugiak               ,AK,99567,K0KR,AL03,K0KR393Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 1, 0, 0, 1
2193,COMPLETE TURBINE SERVICES LLC                     ,3060 S.W. 2ND AVENUE               ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33315,K0WR,SO19,K0WR728X,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 10-JUN-2003,  5555        ,  1-AUG-2021, 94, 0, 159, 253
2194,PARK RAPIDS AVIONICS                              ,301 AIRPORT ROAD                   ,                                   ,                                   ,PARK RAPIDS           ,MN,56470,K15R,GL15,K15R981Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N, ACTIVE            , , , , 1, 2, 5, 8
2195,AERO ENGINEERING SUPPORT LLC                      ,3601 COMMERCE BOULEVARD            ,SUITE E & F                        ,                                   ,KISSIMMEE             ,FL,34741,K1GR,SO15,K1GR850Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 23-JAN-2001, , , 0, 2, 0, 2
2196,CRISSAIR INC                                      ,28909 AVENUE WILLIAMS              ,                                   ,                                   ,VALENCIA              ,CA,91355,K1KR,WP01,K1KR903X,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-APR-2005,  6553        ,  23-MAY-2022, 0, 12, 156, 240
2197,SKYWAY AVIONICS                                   ,TIFT MYERS AIRPORT                 ,3093 US HIGHWAY 41 SOUTH           ,                                   ,TIFTON                ,GA,31794,K24R,SO11,K24R431Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 3-MAR-2006, , , 1, 1, 0, 1
2198,KING AEROSPACE COMMERCIAL CORPORATION             ,402 WRIGHT DRIVE                   ,BUILDING 301                       ,                                   ,ARDMORE               ,OK,73401,K2CR,SW15,K2CR345J,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 4-FEB-1994,  6359        ,  1-OCT-2021, 29, 7, 62, 98
2199,KENTUCKY BALLOON LOFT                             ,88 ELK PARK DRIVE                  ,                                   ,                                   ,TAYLORSVILLE          ,KY,40071,K2NR,CE17,K2NR395N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-FEB-1996, , , 0, 2, 0, 2
2200,CARPE DIEM AVIATION SERVICES OF MISSOURI INC      ,2707 E. 32ND STREET                ,SUITE 2                            ,                                   ,JOPLIN                ,MO,64804,K2TR,CE05,K2TR136N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 17-APR-1996,  5186        ,  1-MAR-2022, 10, 2, 0, 15
2201,GAR ENTERPRISES                                   ,418A EAST LIVE OAK AVENUE          ,                                   ,                                   ,ARCADIA               ,CA,91006,K3GR,WP23,K3GR925J,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  4460        ,  1-AUG-2021, 0, 5, 12, 17
2202,KAMATICS CORPORATION                              ,1330 BLUE HILLS AVE                ,                                   ,                                   ,BLOOMFIELD            ,CT,6002,K4RR,EA63,K4RR574N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 30-MAY-1997,  6264        ,  1-MAY-2022, 0, 33, 46, 508
2203,DAKOTA CUB AIRCRAFT INC                           ,48473 262ND ST.                    ,                                   ,                                   ,VALLEY SPRINGS        ,SD,57068,K4UR,GL27,K4UR162Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 1, 2, 3, 6
2204,SIKORSKY AIRCRAFT CORPORATION-COMMERCIAL FLIGHT OP,6900 MAIN STREET                   ,P.O. BOX 9729                      ,MAIL STOP S131B                    ,STRATFORD             ,CT,6615,K4YR,EA63,K4YR391Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , , 19, 1, 0, 525
2205,AIR RUTTER INTERNATIONAL LLC                      ,4310 DONALD DOUGLAS DRIVE          ,                                   ,                                   ,LONG BEACH            ,CA,90808,K55R,SO19,K55R584L,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-2011, , , 5, 0, 0, 23
2206,KS AVIATION INC                                   ,2305 JETLIFT DR                    ,HANGAR 4                           ,                                   ,ATWATER               ,CA,95301,K56R,WP17,K56R207Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 3-MAY-2005, , , 1, 1, 0, 2
2207,SHADIN AVIONICS                                   ,7555 Market Place Drive            ,                                   ,                                   ,Eden Prairie          ,MN,55344,K5NR,GL15,K5NR335Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , ,  5905        ,  1-OCT-2021, 1, 5, 2, 9
2208,COBALT AERO SERVICES LLC                          ,2390 AIRPORT ROAD                  ,                                   ,                                   ,HOT SPRINGS           ,AR,71913,K5OR,SW11,K5OR097B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 7-NOV-2008,  6262        ,  1-APR-2020, 6, 7, 19, 39
2209,KEYSTONE AVIATION LLC                             ,303 NORTH 2370 WEST                ,                                   ,                                   ,SALT LAKE CITY        ,UT,84116,K5SR,NM07,K5SR339N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-FEB-1996, , , 25, 0, 0, 31
2210,KEENAN TECHNICAL INDUSTRIES INC                   ,KEENAN TECHNICAL INDUSTRIES INC.   ,TERMINAL A CONCOURSE C DOOR AC1051 ,BRADLEY INT. AIRPORT               ,WINDSOR LOCKS         ,CT,6096,K63R,EA63,K63R205C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-JUN-2014,  6689        ,  24-MAY-2022, 6, 0, 0, 6
2211,KANSAS AVIONICS LLC                               ,10 Richards Road                   ,Hanger 1                           ,                                   ,KANSAS CITY           ,MO,64116,K66R,CE05,K66R900Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 31-MAY-2001, , , 1, 1, 0, 1
2212,KPS AIRMOTIVE INC                                 ,21176 CENTRE POINTE PARKWAY        ,SUITE 310                          ,                                   ,SANTA CLARITA         ,CA,91350,K75R,WP01,K75R180B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 26-AUG-2008, , , 1, 1, 0, 2
2213,AERO ANTENNA TECHNOLOGY INC                       ,20732 LASSEN ST                    ,                                   ,                                   ,CHATSWORTH            ,CA,91311,K7JR,WP01,K7JR283N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-OCT-1995, , , 0, 6, 50, 152
2214,HOOK FABRICATIONS GROUP                           ,107 HOOK ROAD                      ,                                   ,                                   ,CANDIA                ,NH,3034,K85R,EA65,K85R175Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 7-JUL-2005, , , 0, 1, 0, 1
2215,ANDERSON PROPELLER COMPANY                        ,14910 UPPER SANDY  RD              ,                                   ,                                   ,ASHBY                 ,MN,56309,K8NR,GL15,K8NR819X,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-JUL-2003, , , 0, 1, 0, 2
2216,PACIFIC AEROSPACE LLC                             ,1295 SPICE ISLAND DRIVE            ,                                   ,                                   ,SPARKS                ,NV,89431,K8UR,WP19,K8UR309Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-AUG-2005,  5696        ,  1-AUG-2021, 0, 4, 4, 10
2217,NAS COMPONENT MAINTENANCE INC                     ,2741 WEST 81ST STREET              ,                                   ,                                   ,HIALEAH               ,FL,33016,K93R,SO19,K93R093Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, ACTIVE            , 2-NOV-1998,  6545        ,  22-APR-2020, 1, 7, 20, 52
2218,KALAMAZOO AIRCRAFT INC                            ,2729 EAST MILHAM ROAD              ,                                   ,                                   ,PORTAGE               ,MI,49002,K9AR,GL09,K9AR289N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-JUN-1997, , , 4, 2, 1, 8
